"X","X.1","X.2","Round.1","Round.1.1","X.3","Totals","Totals.1","Totals.2","Totals.3","Totals.4","Shooting","Shooting.1","Shooting.2","Per.Game","Per.Game.1","Per.Game.2","Per.Game.3","Advanced","Advanced.1","Advanced.2","Advanced.3","year"
"44","44","ORL","Reyshawn Terry","University of North Carolina","","","","","","","","","","","","","","","","","",7
"45","45","LAC","Jared Jordan","Marist College","","","","","","","","","","","","","","","","","",7
"46","46","GSW","Stephane Lasme\lasmest01","University of Massachusetts Amherst","1","16","303","83","53","3",".451","",".594","18.9","5.2","3.3","0.2","0.3",".041","-2.8","-0.1",7
"47","47","WAS","Dominic McGuire\mcguido01","California State University Fresno","6","342","5348","939","1169","422",".419",".188",".658","15.6","2.7","3.4","1.2","4.1",".037","-1.6","0.6",7
"48","48","LAL","Marc Gasol\gasolma01","","11","777","26111","11771","5993","2674",".483",".345",".777","33.6","15.1","7.7","3.4","78.3",".144","3.5","35.9",7
"49","49","CHI","Aaron Gray\grayaa01","University of Pittsburgh","7","318","3851","1066","1190","207",".509",".000",".562","12.1","3.4","3.7","0.7","6.2",".077","-1.8","0.2",7
"50","50","DAL","Renaldas Seibutis\seibure01","","","","","","","","","","","","","","","","","","",7
"51","51","CHI","JamesOn Curry\curryja01","Oklahoma State University","1","1","0","0","0","0","","","","0.0","0.0","0.0","0.0","0.0","","","0.0",7
"52","52","POR","Taurean Green\greenta01","University of Florida","1","17","74","27","10","11",".280",".182",".917","4.4","1.6","0.6","0.6","-0.1","-.066","-8.2","-0.1",7
"53","53","POR","Demetris Nichols\nichode01","Syracuse University","2","18","58","22","7","2",".281",".200",".500","3.2","1.2","0.4","0.1","-0.2","-.203","-15.3","-0.2",7
"54","54","HOU","Brad Newley\newlebr01","","","","","","","","","","","","","","","","","","",7
"55","55","UTA","Herbert Hill","Providence College","","","","","","","","","","","","","","","","","",7
"56","56","MIL","Ramon Sessions\sessira01","University of Nevada Reno","11","691","16119","7141","1840","2807",".434",".316",".791","23.3","10.3","2.7","4.1","28.8",".086","-1.9","0.5",7
"57","57","DET","Sammy Mejia","DePaul University","","","","","","","","","","","","","","","","","",7
"58","58","SAS","Giorgos Printezis\printgi01","","","","","","","","","","","","","","","","","","",7
"59","59","PHO","D.J. Strawberry\strawdj01","University of Maryland","1","33","270","73","28","30",".315",".240",".474","8.2","2.2","0.8","0.9","-0.2","-.031","-5.1","-0.2",7
"60","60","DAL","Milovan Rakovic\rakovmi01","","","","","","","","","","","","","","","","","","",7
"1","1","CHI","Derrick Rose\rosede01","University of Memphis","10","542","18027","10221","1901","3048",".453",".305",".824","33.3","18.9","3.5","5.6","37.3",".099","0.3","10.6",8
"2","2","MIA","Michael Beasley\beaslmi01","Kansas State University","11","609","13903","7568","2861","788",".465",".349",".759","22.8","12.4","4.7","1.3","15.6",".054","-3.2","-4.3",8
"3","3","MIN","O.J. Mayo\mayooj01","University of Southern California","8","547","16919","7574","1706","1607",".429",".373",".820","30.9","13.8","3.1","2.9","21.8",".062","-0.8","5.1",8
"4","4","SEA","Russell Westbrook\westbru01","University of California Los Angeles","11","803","27664","18417","5567","6706",".434",".306",".804","34.5","22.9","6.9","8.4","94.7",".164","6.6","59.9",8
"5","5","MEM","Kevin Love\loveke01","University of California Los Angeles","11","646","20716","11834","7279","1494",".443",".371",".826","32.1","18.3","11.3","2.3","77.7",".180","2.8","24.8",8
"6","6","NYK","Danilo Gallinari\gallida01","","10","536","16663","8415","2580","1073",".423",".374",".870","31.1","15.7","4.8","2.0","48.4",".139","1.1","13.1",8
"7","7","LAC","Eric Gordon\gordoer01","Indiana University","11","611","20258","10213","1545","1819",".427",".371",".814","33.2","16.7","2.5","3.0","32.2",".076","-0.9","5.4",8
"8","8","MIL","Joe Alexander\alexajo01","West Virginia University","2","67","745","282","120","44",".410",".340",".698","11.1","4.2","1.8","0.7","0.5",".030","-3.3","-0.2",8
"9","9","CHA","D.J. Augustin\augusdj01","University of Texas at Austin","11","790","18912","7714","1465","3093",".412",".382",".862","23.9","9.8","1.9","3.9","40.3",".102","-1.5","2.4",8
"10","10","NJN","Brook Lopez\lopezbr01","Stanford University","11","700","21653","12183","4579","1061",".498",".346",".790","30.9","17.4","6.5","1.5","58.2",".129","1.0","16.2",8
"11","11","IND","Jerryd Bayless\bayleje01","University of Arizona","11","573","12260","4828","1211","1631",".411",".363",".822","21.4","8.4","2.1","2.8","18.6",".073","-1.9","0.2",8
"12","12","SAC","Jason Thompson\thompja02","Rider University","8","588","14819","5210","3880","635",".496",".143",".657","25.2","8.9","6.6","1.1","23.8",".077","-1.7","1.3",8
"13","13","POR","Brandon Rush\rushbr01","University of Kansas","9","481","10564","3250","1413","468",".426",".402",".706","22.0","6.8","2.9","1.0","11.2",".051","-1.7","0.7",8
"14","14","GSW","Anthony Randolph\randoan01","Louisiana State University","6","252","3841","1789","1078","187",".453",".241",".740","15.2","7.1","4.3","0.7","5.8",".072","-2.1","-0.1",8
"15","15","PHO","Robin Lopez\lopezro01","Stanford University","11","748","17131","6690","3946","612",".529",".238",".758","22.9","8.9","5.3","0.8","41.9",".117","0.1","9.1",8
"16","16","PHI","Marreese Speights\speigma01","University of Florida","10","705","10640","5592","2875","461",".459",".356",".797","15.1","7.9","4.1","0.7","25.8",".116","-2.8","-2.2",8
"17","17","TOR","Roy Hibbert\hibbero01","Georgetown University","9","662","16389","6611","4173","885",".465",".250",".755","24.8","10.0","6.3","1.3","35.9",".105","0.2","9.1",8
"18","18","WAS","JaVale McGee\mcgeeja01","University of Nevada Reno","11","615","10530","4804","3028","226",".565",".087",".589","17.1","7.8","4.9","0.4","29.9",".136","-0.3","4.5",8
"19","19","CLE","J.J. Hickson\hicksjj01","North Carolina State University","8","534","11925","5081","3639","449",".505",".000",".617","22.3","9.5","6.8","0.8","21.9",".088","-2.3","-0.9",8
"20","20","CHA","Alexis Ajinca\ajincal01","","7","293","3905","1553","1150","143",".503",".286",".797","13.3","5.3","3.9","0.5","7.5",".093","-2.5","-0.5",8
"21","21","NJN","Ryan Anderson\anderry01","University of California","11","641","16727","7996","3400","583",".422",".380",".854","26.1","12.5","5.3","0.9","46.8",".134","0.6","11.1",8
"22","22","ORL","Courtney Lee\leeco01","Western Kentucky University","11","773","21409","7599","2073","1325",".451",".388",".854","27.7","9.8","2.7","1.7","38.6",".087","-0.2","9.9",8
"23","23","UTA","Kosta Koufos\koufoko01","Ohio State University","11","676","11150","3869","3414","349",".535",".000",".582","16.5","5.7","5.1","0.5","28.2",".121","-0.8","3.3",8
"24","24","SEA","Serge Ibaka\ibakase01","","10","739","21308","9112","5370","534",".513",".356",".763","28.8","12.3","7.3","0.7","62.6",".141","0.6","14.1",8
"25","25","HOU","Nicolas Batum\batumni01","","11","755","23886","8959","3977","2871",".436",".358",".840","31.6","11.9","5.3","3.8","54.1",".109","2.4","26.7",8
"26","26","SAS","George Hill\hillge01","Indiana University-Purdue University Indianapolis","11","713","20206","8040","2220","2299",".453",".380",".801","28.3","11.3","3.1","3.2","59.1",".141","1.7","18.9",8
"27","27","NOH","Darrell Arthur\arthuda01","University of Kansas","9","503","8945","3282","1768","409",".444",".352",".765","17.8","6.5","3.5","0.8","12.3",".066","-1.9","0.3",8
"28","28","MEM","Donte Greene\greendo01","Syracuse University","4","253","4259","1541","600","183",".406",".304",".701","16.8","6.1","2.4","0.7","1.5",".017","-3.8","-2.0",8
"29","29","DET","D.J. White\whitedj01","Indiana University","6","138","2111","810","437","80",".507",".333",".720","15.3","5.9","3.2","0.6","3.8",".087","-3.4","-0.7",8
"30","30","BOS","J.R. Giddens\giddejr01","University of New Mexico","2","38","247","73","54","13",".476",".000",".565","6.5","1.9","1.4","0.3","0.1",".027","-4.6","-0.2",8
"31","31","MIN","Nikola Pekovic\pekovni01","","6","271","6744","3405","1807","199",".518","",".760","24.9","12.6","6.7","0.7","18.8",".134","-0.8","2.0",8
"32","32","SEA","Walter Sharpe\sharpwa01","University of Alabama at Birmingham","1","8","20","8","3","0",".364",".000",".000","2.5","1.0","0.4","0.0","-0.1","-.131","-16.5","-0.1",8
"33","33","POR","Joey Dorsey\dorsejo01","University of Memphis","4","130","1488","344","513","55",".534",".000",".375","11.4","2.6","3.9","0.4","2.9",".092","-1.3","0.3",8
"34","34","MIN","Mario Chalmers\chalmma01","University of Kansas","9","646","17245","5743","1585","2412",".417",".351",".793","26.7","8.9","2.5","3.7","32.3",".090","0.3","9.8",8
"35","35","LAC","DeAndre Jordan\jordade01","Texas A&M University","11","808","22813","7723","8770","673",".671",".091",".463","28.2","9.6","10.9","0.8","82.6",".174","2.2","24.1",8
"36","36","POR","Omer Asik\asikom01","","8","471","9216","2479","3362","280",".528",".000",".551","19.6","5.3","7.1","0.6","20.9",".109","-1.5","1.1",8
"37","37","MIL","Luc Mbah a Moute\mbahalu01","University of California Los Angeles","11","686","16013","4375","2798","588",".454",".335",".660","23.3","6.4","4.1","0.9","26.0",".078","-0.8","4.9",8
"38","38","CHA","Kyle Weaver\weaveky01","Washington State University","3","73","1379","363","158","119",".441",".353",".736","18.9","5.0","2.2","1.6","1.5",".051","-1.3","0.3",8
"39","39","CHI","Sonny Weems\weemsso01","University of Arkansas","4","183","3335","1189","402","257",".465",".283",".702","18.2","6.5","2.2","1.4","0.0",".001","-4.2","-1.9",8
"40","40","NJN","Chris Douglas-Roberts\douglch01","University of Memphis","6","222","4381","1571","472","254",".439",".329",".831","19.7","7.1","2.1","1.1","5.4",".059","-2.9","-1.0",8
"41","41","IND","Nathan Jawai\jawaina01","","2","45","431","126","106","24",".435",".000",".684","9.6","2.8","2.4","0.5","0.2",".020","-4.0","-0.2",8
"42","42","SAC","Sean Singletary\singlse01","University of Virginia","1","37","303","90","35","29",".365",".400",".857","8.2","2.4","0.9","0.8","0.0",".006","-4.9","-0.2",8
"43","43","SAC","Patrick Ewing\ewingpa02","Georgetown University","1","7","19","3","2","2",".000",".000",".750","2.7","0.4","0.3","0.3","-0.1","-.158","-9.3","0.0",8
"44","44","UTA","Ante Tomic\tomican01","","","","","","","","","","","","","","","","","","",8
"45","45","SAS","Goran Dragic\dragigo01","","11","740","20736","10203","2255","3552",".467",".363",".763","28.0","13.8","3.0","4.8","50.2",".116","1.1","16.5",8
"46","46","SEA","Trent Plaisted","Brigham Young University Hawaii","","","","","","","","","","","","","","","","","",8
"47","47","WAS","Bill Walker\walkebi01","Kansas State University","5","181","3016","1079","401","153",".446",".369",".760","16.7","6.0","2.2","0.8","5.0",".079","-1.3","0.5",8
"48","48","PHO","Malik Hairston\hairsma01","University of Oregon","2","62","472","149","77","29",".512",".167",".514","7.6","2.4","1.2","0.5","0.8",".086","-1.9","0.0",8
"49","49","GSW","Richard Hendrix","University of Alabama","","","","","","","","","","","","","","","","","",8
"50","50","SEA","DeVon Hardin\hardide01","University of California","","","","","","","","","","","","","","","","","",8
"51","51","DAL","Shan Foster","Vanderbilt University","","","","","","","","","","","","","","","","","",8
"52","52","MIA","Darnell Jackson\jacksda01","University of Kansas","3","138","1039","308","203","26",".449",".235",".644","7.5","2.2","1.5","0.2","1.3",".059","-4.9","-0.7",8
"53","53","UTA","Tadija Dragicevic\dragita01","","","","","","","","","","","","","","","","","","",8
"54","54","HOU","Maarty Leunen\leunema01","University of Oregon","","","","","","","","","","","","","","","","","",8
"55","55","POR","Mike Taylor\taylomi01","Iowa State University","1","51","771","289","87","106",".412",".325",".691","15.1","5.7","1.7","2.1","-0.4","-.028","-5.5","-0.7",8
"56","56","SEA","Sasha Kaun\kaunsa01","University of Kansas","1","25","95","23","26","3",".529","",".455","3.8","0.9","1.0","0.1","0.2",".096","-0.8","0.0",8
"57","57","SAS","James Gist","University of Maryland","","","","","","","","","","","","","","","","","",8
"58","58","LAL","Joe Crawford\crawfjo01","University of Kentucky","1","2","23","9","4","1",".300",".250","1.000","11.5","4.5","2.0","0.5","0.0",".037","-5.6","0.0",8
"59","59","DET","Deron Washington","Virginia Polytechnic Institute and State University","","","","","","","","","","","","","","","","","",8
"60","60","BOS","Semih Erden\erdense01","","2","69","928","262","190","29",".546","",".594","13.4","3.8","2.8","0.4","1.8",".094","-2.0","0.0",8
"1","1","LAC","Blake Griffin\griffbl01","University of Oklahoma","9","589","20691","12890","5328","2614",".504",".341",".691","35.1","21.9","9.0","4.4","74.1",".172","4.1","31.8",9
"2","2","MEM","Hasheem Thabeet\thabeha01","University of Connecticut","5","224","2357","483","595","27",".567","",".578","10.5","2.2","2.7","0.1","4.8",".099","-1.4","0.4",9
"3","3","OKC","James Harden\hardeja01","Arizona State University","10","746","25449","17973","3870","4605",".443",".364",".857","34.1","24.1","5.2","6.2","117.8",".222","6.9","57.4",9
"4","4","SAC","Tyreke Evans\evansty01","University of Memphis","10","580","17942","9193","2669","2816",".441",".322",".759","30.9","15.9","4.6","4.9","28.5",".076","0.8","12.8",9
"5","5","MIN","Ricky Rubio\rubiori01","","8","485","15056","5372","2051","3730",".388",".325",".837","31.0","11.1","4.2","7.7","31.0",".099","1.2","12.1",9
"6","6","MIN","Jonny Flynn\flynnjo01","Syracuse University","3","163","3738","1504","307","634",".400",".338",".809","22.9","9.2","1.9","3.9","-1.1","-.015","-4.9","-2.7",9
"7","7","GSW","Stephen Curry\curryst01","Davidson College","10","677","23318","15912","3037","4499",".478",".436",".905","34.4","23.5","4.5","6.6","101.0",".208","6.5","50.0",9
"8","8","NYK","Jordan Hill\hilljo01","University of Arizona","8","409","7692","3232","2389","322",".497",".136",".699","18.8","7.9","5.8","0.8","16.4",".102","-2.0","0.0",9
"9","9","TOR","DeMar DeRozan\derozde01","University of Southern California","10","735","25100","14588","3113","2445",".450",".284",".827","34.1","19.8","4.2","3.3","58.2",".111","-0.5","9.3",9
"10","10","MIL","Brandon Jennings\jennibr01","","9","555","16844","7801","1659","3151",".387",".345",".796","30.3","14.1","3.0","5.7","29.9",".085","0.4","10.4",9
"11","11","NJN","Terrence Williams\willite01","University of Louisville","4","153","2922","1085","545","364",".412",".317",".659","19.1","7.1","3.6","2.4","-0.2","-.004","-3.8","-1.4",9
"12","12","CHA","Gerald Henderson\hendege02","Duke University","8","535","13854","5987","1716","1009",".440",".327",".793","25.9","11.2","3.2","1.9","18.3",".063","-2.2","-0.9",9
"13","13","IND","Tyler Hansbrough\hansbty01","University of North Carolina","7","428","7233","2881","1808","181",".439",".136",".738","16.9","6.7","4.2","0.4","20.2",".134","-2.5","-1.0",9
"14","14","PHO","Earl Clark\clarkea01","University of Louisville","6","261","3630","1138","778","134",".403",".328",".664","13.9","4.4","3.0","0.5","2.9",".038","-3.6","-1.5",9
"15","15","DET","Austin Daye\dayeau01","Gonzaga University","6","293","4132","1522","764","212",".402",".351",".778","14.1","5.2","2.6","0.7","4.5",".053","-2.6","-0.6",9
"16","16","CHI","James Johnson\johnsja01","Wake Forest University","10","588","12152","4677","2120","1241",".478",".305",".695","20.7","8.0","3.6","2.1","23.0",".091","1.1","9.5",9
"17","17","PHI","Jrue Holiday\holidjr01","University of California Los Angeles","10","651","21554","10132","2496","4148",".452",".355",".784","33.1","15.6","3.8","6.4","39.5",".088","1.3","18.1",9
"18","18","MIN","Ty Lawson\lawsoty01","University of North Carolina","8","551","16088","6977","1506","3316",".460",".359",".770","29.2","12.7","2.7","6.0","42.1",".126","0.7","10.9",9
"19","19","ATL","Jeff Teague\teaguje01","Wake Forest University","10","708","19619","8991","1747","4107",".446",".356",".842","27.7","12.7","2.5","5.8","48.2",".118","0.0","10.0",9
"20","20","UTA","Eric Maynor\maynoer01","Virginia Commonwealth University","5","267","3896","1141","348","760",".392",".350",".721","14.6","4.3","1.3","2.8","3.3",".041","-4.7","-2.7",9
"21","21","NOH","Darren Collison\collida01","University of California Los Angeles","10","696","20456","8699","1849","3471",".472",".395",".854","29.4","12.5","2.7","5.0","49.1",".115","0.1","10.8",9
"22","22","POR","Victor Claver\clavevi01","","3","80","1072","258","178","56",".398",".293",".585","13.4","3.2","2.2","0.7","0.2",".011","-3.3","-0.4",9
"23","23","SAC","Omri Casspi\casspom01","","10","588","11959","4642","2355","662",".454",".368",".678","20.3","7.9","4.0","1.1","19.6",".079","-1.5","1.6",9
"24","24","DAL","Byron Mullens\mulleby01","Ohio State University","5","189","3446","1398","790","153",".408",".319",".706","18.2","7.4","4.2","0.8","0.6",".008","-4.6","-2.3",9
"25","25","OKC","Rodrigue Beaubois\beaubro01","","4","182","2896","1286","338","374",".439",".325",".810","15.9","7.1","1.9","2.1","4.8",".079","-0.1","1.4",9
"26","26","CHI","Taj Gibson\gibsota01","University of Southern California","10","729","18911","7151","4683","750",".511",".212",".707","25.9","9.8","6.4","1.0","49.3",".125","0.1","9.9",9
